cod.,Country,Code,Year,Cellular Subscription C/100,Internet Users(%),No. of Internet Users,Broadband Subscription
2996,Germany,DEU,2002,"72,52","4882,0000%",39.760.679,"3,9308"
2997,Germany,DEU,2003,"79,40","5590,0002%",45.472.867,"5,4770"
2998,Germany,DEU,2004,"87,35","6473,0003%",52.603.920,"8,5735"
2999,Germany,DEU,2005,"97,14","6870,9999%",55.800.880,"13,2187"
3000,Germany,DEU,2006,"105,13","7216,0004%",58.577.915,"18,3832"
3001,Germany,DEU,2007,"118,40","7516,0004%",61.017.771,"24,3011"
3002,Germany,DEU,2008,"130,17","7800,0000%",63.349.641,"28,0145"
3003,Germany,DEU,2009,"129,79","7900,0000%",64.195.893,"30,8586"
3004,Germany,DEU,2010,"109,37","8200,0000%",66.686.572,"32,3678"
3005,Germany,DEU,2011,"112,42","8126,9997%",66.172.781,"33,7108"
3006,Germany,DEU,2012,"114,11","8234,9998%",67.152.774,"34,5261"
3007,Germany,DEU,2013,"123,23","8416,9998%",68.750.553,"35,2845"
3008,Germany,DEU,2014,"122,20","8619,0002%",70.554.122,"36,3078"
3009,Germany,DEU,2015,"117,82","8758,9798%",71.887.778,"37,5454"
3010,Germany,DEU,2016,"125,89","8416,5207%",69.294.420,"38,7644"
3011,Germany,DEU,2017,"132,71","8439,4157%",69.730.139,"40,2044"
3012,Germany,DEU,2018,"129,32","8703,7109%",72.150.888,"41,0854"
3013,Germany,DEU,2019,"128,36","8813,4514%",73.282.212,"42,1368"
3014,Germany,DEU,2020,"128,19","8981,2943%",74.840.220,"43,2246"
3015,Ghana,GHA,1980,"0,00","0,0000%",0,"0,0000"
3016,Ghana,GHA,1981,"0,00","0,0000%",0,"0,0000"
3017,Ghana,GHA,1982,"0,00","0,0000%",0,"0,0000"
3018,Ghana,GHA,1983,"0,00","0,0000%",0,"0,0000"
3019,Ghana,GHA,1984,"0,00","0,0000%",0,"0,0000"
3020,Ghana,GHA,1985,"0,00","0,0000%",0,"0,0000"
3021,Ghana,GHA,1986,"0,00","0,0000%",0,"0,0000"
3022,Ghana,GHA,1987,"0,00","0,0000%",0,"0,0000"
3023,Ghana,GHA,1988,"0,00","0,0000%",0,"0,0000"
3024,Ghana,GHA,1989,"0,00","0,0000%",0,"0,0000"
3025,Ghana,GHA,1990,"0,00","0,0000%",0,"0,0000"
3026,Ghana,GHA,1991,"0,00","0,0000%",0,"0,0000"
3027,Ghana,GHA,1992,"0,00","0,0000%",0,"0,0000"
3028,Ghana,GHA,1993,"0,01","0,0000%",0,"0,0000"
3029,Ghana,GHA,1994,"0,02","0,0000%",0,"0,0000"
3030,Ghana,GHA,1995,"0,04","0,0348%",61,"0,0000"
3031,Ghana,GHA,1996,"0,07","0,5649%",1.008,"0,0000"
3032,Ghana,GHA,1997,"0,12","2,7538%",5.031,"0,0000"
3033,Ghana,GHA,1998,"0,23","3,2240%",6.034,"0,0000"
3034,Ghana,GHA,1999,"0,37","10,4895%",20.116,"0,0000"
3035,Ghana,GHA,2000,"0,67","15,3615%",30.209,"0,0000"
3036,Ghana,GHA,2001,"1,23","20,0008%",40.393,"0,0000"
3037,Ghana,GHA,2002,"1,91","83,0284%",172.353,"0,0000"
3038,Ghana,GHA,2003,"3,83","119,3058%",254.474,"0,0000"
3039,Ghana,GHA,2004,"7,97","171,6798%",376.089,"0,0042"
3040,Ghana,GHA,2005,"13,18","183,1198%",411.964,"0,0087"
3041,Ghana,GHA,2006,"23,27","272,3176%",629.015,"0,0570"
3042,Ghana,GHA,2007,"33,11","385,0000%",912.771,"0,0705"
3043,Ghana,GHA,2008,"49,10","427,0000%",1.038.724,"0,0975"
3044,Ghana,GHA,2009,"62,51","544,0000%",1.357.322,"0,1175"
3045,Ghana,GHA,2010,"70,37","780,0000%",1.994.828,"0,2102"
3046,Ghana,GHA,2011,"83,37","900,0000%",2.358.535,"0,2566"
3047,Ghana,GHA,2012,"98,55","1060,0000%",2.847.029,"0,2621"
3048,Ghana,GHA,2013,"105,33","1500,0000%",4.128.838,"0,2586"
3049,Ghana,GHA,2014,"111,52","1900,0000%",5.357.308,"0,2577"
3050,Ghana,GHA,2015,"125,71","2300,0000%",6.640.318,"0,2626"
3051,Ghana,GHA,2016,"134,49","2800,0000%",8.275.203,"0,3040"
3052,Ghana,GHA,2017,"126,20","3788,4151%",11.449.449,"0,1951"
3053,Ghana,GHA,2018,"137,52","4300,0000%",13.274.379,"0,2058"
3054,Ghana,GHA,2019,"134,32","5300,0000%",16.706.816,"0,1924"
3055,Ghana,GHA,2020,"130,21","5800,0000%",18.664.633,"0,2522"
3056,Gibraltar,GIB,1980,"0,00","0,0000%",0,"0,0000"
3057,Gibraltar,GIB,1981,"0,00","0,0000%",0,"0,0000"
3058,Gibraltar,GIB,1982,"0,00","0,0000%",0,"0,0000"
3059,Gibraltar,GIB,1983,"0,00","0,0000%",0,"0,0000"
3060,Gibraltar,GIB,1984,"0,00","0,0000%",0,"0,0000"
3061,Gibraltar,GIB,1985,"0,00","0,0000%",0,"0,0000"
3062,Gibraltar,GIB,1986,"0,00","0,0000%",0,"0,0000"
3063,Gibraltar,GIB,1987,"0,00","0,0000%",0,"0,0000"
3064,Gibraltar,GIB,1988,"0,00","0,0000%",0,"0,0000"
3065,Gibraltar,GIB,1989,"0,00","0,0000%",0,"0,0000"
3066,Gibraltar,GIB,1990,"0,00","0,0000%",0,"0,0000"
3067,Gibraltar,GIB,1991,"0,00","0,0000%",0,"0,0000"
3068,Gibraltar,GIB,1992,"0,00","0,0000%",0,"0,0000"
3069,Gibraltar,GIB,1993,"0,00","0,0000%",0,"0,0000"
3070,Gibraltar,GIB,1994,"0,00","0,0000%",0,"0,0000"
3071,Gibraltar,GIB,1995,"2,30","0,0000%",0,"0,0000"
3072,Gibraltar,GIB,1996,"3,46","0,0000%",0,"0,0000"
3073,Gibraltar,GIB,1997,"5,51","266,2907%",735,"0,0000"
3074,Gibraltar,GIB,1998,"8,16","418,3794%",1.157,"0,0000"
3075,Gibraltar,GIB,1999,"11,95","593,6978%",1.646,"0,0000"
3076,Gibraltar,GIB,2000,"17,88","1913,1638%",5.312,"0,0000"
3077,Gibraltar,GIB,2001,"31,00","2117,1110%",5.874,"0,0000"
3078,Gibraltar,GIB,2002,"37,90","2367,0240%",6.608,"0,0000"
3079,Gibraltar,GIB,2003,"48,84","2832,5779%",8.022,"0,0000"
3080,Gibraltar,GIB,2004,"55,86","3288,6082%",9.452,"0,0000"
3081,Gibraltar,GIB,2005,"60,21","3907,0129%",11.400,"0,0000"
3082,Gibraltar,GIB,2006,"65,83","4529,8649%",13.414,"0,0000"
3083,Gibraltar,GIB,2007,"71,61","5161,0001%",15.494,"0,0000"
3084,Gibraltar,GIB,2008,"77,48","5800,0000%",17.647,"0,0000"
3085,Gibraltar,GIB,2009,"85,21","6507,0000%",20.070,"27,6985"
3086,Gibraltar,GIB,2010,"89,33","6500,0000%",20.338,"31,0645"
3087,Gibraltar,GIB,2011,"96,69","6500,0000%",20.621,"33,5713"
3088,Gibraltar,GIB,2012,"103,28","6501,6998%",20.924,"35,6030"
3089,Gibraltar,GIB,2014,"112,68","0,0000%",0,"38,5471"
3090,Gibraltar,GIB,2015,"122,84","0,0000%",0,"46,1732"
3091,Gibraltar,GIB,2016,"121,93","9444,4473%",30.779,"48,6232"
3092,Gibraltar,GIB,2017,"121,66","0,0000%",0,"51,5091"
3093,Gibraltar,GIB,2018,"121,73","0,0000%",0,"56,2874"
3094,Gibraltar,GIB,2019,"120,28","0,0000%",0,"57,8529"
3095,Gibraltar,GIB,2020,"105,19","0,0000%",0,"62,3579"
3096,Greece,GRC,1980,"0,00","0,0000%",0,"0,0000"
3097,Greece,GRC,1981,"0,00","0,0000%",0,"0,0000"
3098,Greece,GRC,1982,"0,00","0,0000%",0,"0,0000"
3099,Greece,GRC,1983,"0,00","0,0000%",0,"0,0000"
3100,Greece,GRC,1984,"0,00","0,0000%",0,"0,0000"
3101,Greece,GRC,1985,"0,00","0,0000%",0,"0,0000"
3102,Greece,GRC,1986,"0,00","0,0000%",0,"0,0000"
3103,Greece,GRC,1987,"0,00","0,0000%",0,"0,0000"
3104,Greece,GRC,1988,"0,00","0,0000%",0,"0,0000"
3105,Greece,GRC,1989,"0,00","0,0000%",0,"0,0000"
3106,Greece,GRC,1990,"0,00","0,0000%",0,"0,0000"
3107,Greece,GRC,1991,"0,00","4,8789%",5.070,"0,0000"
3108,Greece,GRC,1992,"0,00","4,8292%",5.060,"0,0000"
3109,Greece,GRC,1993,"0,46","19,1062%",20.183,"0,0000"
3110,Greece,GRC,1994,"1,44","37,8174%",40.266,"0,0000"
3111,Greece,GRC,1995,"2,54","74,9617%",80.418,"0,0000"
3112,Greece,GRC,1996,"4,91","139,5361%",150.752,"0,0000"
3113,Greece,GRC,1997,"8,60","184,9635%",201.153,"0,0000"
3114,Greece,GRC,1998,"18,66","322,1822%",352.450,"0,0000"
3115,Greece,GRC,1999,"35,40","687,7292%",756.080,"0,0000"
3116,Greece,GRC,2000,"53,53","913,8837%",1.008.755,"0,0000"
3117,Greece,GRC,2001,"71,52","1093,5026%",1.210.746,"0,0000"
3118,Greece,GRC,2002,"83,29","1467,0000%",1.627.874,"0,0000"
3119,Greece,GRC,2003,"79,65","1779,9999%",1.977.667,"0,0934"
3120,Greece,GRC,2004,"82,99","2142,0000%",2.380.852,"0,4580"
3121,Greece,GRC,2005,"91,41","2400,0000%",2.667.228,"1,4264"
3122,Greece,GRC,2006,"98,16","3225,0000%",3.581.716,"4,3645"
3123,Greece,GRC,2007,"110,56","3588,0001%",3.979.627,"9,1497"
3124,Greece,GRC,2008,"124,99","3820,0001%",4.230.123,"13,6500"
3125,Greece,GRC,2009,"121,31","4240,0002%",4.687.533,"17,4887"
3126,Greece,GRC,2010,"112,91","4440,0002%",4.899.000,"20,6900"
3127,Greece,GRC,2011,"111,99","5164,9994%",5.683.942,"22,7562"
3128,Greece,GRC,2012,"123,92","5506,9992%",6.037.672,"24,9457"
3129,Greece,GRC,2013,"116,56","5986,6299%",6.534.108,"27,1234"
3130,Greece,GRC,2014,"113,49","6320,9999%",6.866.485,"29,4920"
3131,Greece,GRC,2015,"117,89","6683,4961%",7.222.616,"32,2619"
3132,Greece,GRC,2016,"118,12","6908,7914%",7.426.772,"34,0553"
3133,Greece,GRC,2017,"122,40","6989,2967%",7.473.117,"35,7471"
3134,Greece,GRC,2018,"115,67","7223,8373%",7.681.305,"37,6523"
3135,Greece,GRC,2019,"113,45","7567,1204%",8.001.493,"39,2543"
3136,Greece,GRC,2020,"109,50","7811,5845%",8.211.719,"40,8424"
3137,Greenland,GRL,1980,"0,00","0,0000%",0,"0,0000"
3138,Greenland,GRL,1981,"0,00","0,0000%",0,"0,0000"
3139,Greenland,GRL,1982,"0,00","0,0000%",0,"0,0000"
3140,Greenland,GRL,1983,"0,00","0,0000%",0,"0,0000"
3141,Greenland,GRL,1984,"0,00","0,0000%",0,"0,0000"
3142,Greenland,GRL,1985,"0,00","0,0000%",0,"0,0000"
3143,Greenland,GRL,1986,"0,00","0,0000%",0,"0,0000"
3144,Greenland,GRL,1987,"0,00","0,0000%",0,"0,0000"
3145,Greenland,GRL,1988,"0,00","0,0000%",0,"0,0000"
3146,Greenland,GRL,1989,"0,00","0,0000%",0,"0,0000"
3147,Greenland,GRL,1990,"0,00","0,0000%",0,"0,0000"
3148,Greenland,GRL,1991,"0,00","0,0000%",0,"0,0000"
3149,Greenland,GRL,1992,"0,31","0,0000%",0,"0,0000"
3150,Greenland,GRL,1993,"0,78","0,0000%",0,"0,0000"
3151,Greenland,GRL,1994,"1,73","6,4712%",36,"0,0000"
3152,Greenland,GRL,1995,"3,68","5,3940%",30,"0,0000"
3153,Greenland,GRL,1996,"7,38","179,6719%",1.006,"0,0000"
3154,Greenland,GRL,1997,"11,60","795,4504%",4.462,"0,0000"
3155,Greenland,GRL,1998,"15,91","1465,4448%",8.228,"0,0000"
3156,Greenland,GRL,1999,"24,12","2160,2613%",12.125,"0,0000"
3157,Greenland,GRL,2000,"26,91","3174,7810%",17.844,"0,0000"
3158,Greenland,GRL,2001,"28,20","3546,4138%",20.002,"0,0000"
3159,Greenland,GRL,2002,"35,25","4415,4789%",24.988,"0,0000"
3160,Greenland,GRL,2003,"52,46","5453,4260%",30.947,"0,2098"
3161,Greenland,GRL,2004,"68,65","5609,9014%",31.914,"5,8388"
3162,Greenland,GRL,2005,"81,61","5770,3403%",32.838,"12,5160"
3163,Greenland,GRL,2006,"94,61","5936,1687%",33.738,"16,1767"
3164,Greenland,GRL,2007,"116,64","6107,0000%",34.644,"18,5272"
3165,Greenland,GRL,2008,"98,20","6282,0000%",35.556,"21,1344"
3166,Greenland,GRL,2009,"94,25","6283,0002%",35.474,"22,1055"
3167,Greenland,GRL,2010,"101,26","6300,0000%",35.516,"21,8758"
3168,Greenland,GRL,2011,"103,87","6400,0000%",36.038,"21,0267"
3169,Greenland,GRL,2012,"105,29","6489,6011%",36.483,"20,1523"
3170,Greenland,GRL,2013,"107,07","6580,0003%",36.924,"19,1442"
3171,Greenland,GRL,2014,"107,84","6669,9997%",37.333,"18,4459"
3172,Greenland,GRL,2015,"108,20","6760,0441%",37.799,"17,7377"
3173,Greenland,GRL,2017,"110,34","6948,2460%",38.876,"21,2744"
3174,Greenland,GRL,2018,"108,54","0,0000%",0,"23,3223"
3175,Greenland,GRL,2019,"108,79","0,0000%",0,"25,4164"
3176,Greenland,GRL,2020,"116,18","0,0000%",0,"27,5656"
3177,Grenada,GRD,1980,"0,00","0,0000%",0,"0,0000"
3178,Grenada,GRD,1981,"0,00","0,0000%",0,"0,0000"
3179,Grenada,GRD,1982,"0,00","0,0000%",0,"0,0000"
3180,Grenada,GRD,1983,"0,00","0,0000%",0,"0,0000"
3181,Grenada,GRD,1984,"0,00","0,0000%",0,"0,0000"
3182,Grenada,GRD,1985,"0,00","0,0000%",0,"0,0000"
3183,Grenada,GRD,1986,"0,00","0,0000%",0,"0,0000"
3184,Grenada,GRD,1987,"0,00","0,0000%",0,"0,0000"
3185,Grenada,GRD,1988,"0,00","0,0000%",0,"0,0000"
3186,Grenada,GRD,1989,"0,00","0,0000%",0,"0,0000"
3187,Grenada,GRD,1990,"0,16","0,0000%",0,"0,0000"
3188,Grenada,GRD,1991,"0,15","0,0000%",0,"0,0000"
3189,Grenada,GRD,1992,"0,19","0,0000%",0,"0,0000"
3190,Grenada,GRD,1993,"0,29","0,0000%",0,"0,0000"
3191,Grenada,GRD,1994,"0,35","0,0000%",0,"0,0000"
3192,Grenada,GRD,1995,"0,40","0,0000%",0,"0,0000"
3193,Grenada,GRD,1996,"0,56","29,8033%",313,"0,0000"
3194,Grenada,GRD,1997,"0,96","99,0884%",1.046,"0,0000"
3195,Grenada,GRD,1998,"1,38","148,4854%",1.577,"0,0000"
3196,Grenada,GRD,1999,"1,96","247,3166%",2.642,"0,0000"
3197,Grenada,GRD,2000,"4,18","406,3908%",4.366,"0,0000"
3198,Grenada,GRD,2001,"6,21","512,8104%",5.536,"0,0000"
3199,Grenada,GRD,2002,"7,29","1475,8841%",15.976,"0,5433"
3200,Grenada,GRD,2003,"40,66","1864,5182%",20.277,"0,0000"
3201,Grenada,GRD,2004,"41,51","1957,0621%",21.436,"0,5836"
3202,Grenada,GRD,2005,"44,77","2048,7804%",22.591,"3,0785"
3203,Grenada,GRD,2006,"44,02","2139,5990%",23.751,"5,2834"
3204,Grenada,GRD,2007,"48,85","2229,0001%",24.907,"7,2250"
3205,Grenada,GRD,2008,"56,92","2318,0000%",26.077,"8,4907"
3206,Grenada,GRD,2009,"108,16","2404,9999%",27.239,"11,6940"
3207,Grenada,GRD,2010,"114,79","2700,0000%",30.796,"13,5899"
3208,Grenada,GRD,2011,"113,16","3000,0000%",34.480,"13,7402"
3209,Grenada,GRD,2012,"120,91","3200,0000%",37.098,"14,8912"
3210,Grenada,GRD,2013,"122,95","3500,0000%",40.934,"16,6405"
3211,Grenada,GRD,2014,"107,57","5159,9998%",60.881,"17,2733"
3212,Grenada,GRD,2015,"109,28","5250,0000%",62.472,"18,0266"
3213,Grenada,GRD,2016,"107,90","5329,9999%",63.946,"18,8834"
3214,Grenada,GRD,2017,"102,08","5420,0001%",65.546,"20,0543"
3215,Grenada,GRD,2018,"106,52","5509,9998%",67.141,"24,2136"
3216,Grenada,GRD,2019,"103,73","5600,0000%",68.733,"28,3805"
3217,Grenada,GRD,2020,"108,42","5690,0002%",70.369,"28,4386"
3218,Guam,GUM,1980,"0,00","0,0000%",0,"0,0000"
3219,Guam,GUM,1981,"0,00","0,0000%",0,"0,0000"
3220,Guam,GUM,1982,"0,00","0,0000%",0,"0,0000"
3221,Guam,GUM,1983,"0,00","0,0000%",0,"0,0000"
3222,Guam,GUM,1984,"0,00","0,0000%",0,"0,0000"
3223,Guam,GUM,1985,"0,00","0,0000%",0,"0,0000"
3224,Guam,GUM,1986,"0,00","0,0000%",0,"0,0000"
3225,Guam,GUM,1987,"0,00","0,0000%",0,"0,0000"
3226,Guam,GUM,1988,"0,00","0,0000%",0,"0,0000"
3227,Guam,GUM,1989,"0,00","0,0000%",0,"0,0000"
3228,Guam,GUM,1990,"0,00","0,0000%",0,"0,0000"
3229,Guam,GUM,1991,"0,65","0,0000%",0,"0,0000"
3230,Guam,GUM,1992,"0,95","0,0000%",0,"0,0000"
3231,Guam,GUM,1993,"1,36","0,0000%",0,"0,0000"
3232,Guam,GUM,1994,"2,87","34,8454%",515,"0,0000"
3233,Guam,GUM,1995,"3,41","65,9531%",990,"0,0000"
3234,Guam,GUM,1996,"3,92","135,6107%",2.065,"0,0000"
3235,Guam,GUM,1997,"3,77","234,4572%",3.619,"0,0000"
3236,Guam,GUM,1998,"8,43","450,1284%",7.039,"0,0000"
3237,Guam,GUM,1999,"12,99","849,7176%",13.460,"0,0000"
3238,Guam,GUM,2000,"17,51","1611,3127%",25.815,"0,0000"
3239,Guam,GUM,2001,"20,84","2538,0228%",41.000,"1,1189"
3240,Guam,GUM,2002,"44,85","3119,2295%",50.713,"0,0000"
3241,Guam,GUM,2003,"50,60","3371,6682%",55.095,"0,0000"
3242,Guam,GUM,2004,"61,99","3616,1789%",59.313,"0,0000"
3243,Guatemala,GTM,1980,"0,00","0,0000%",0,"0,0000"
3244,Guatemala,GTM,1981,"0,00","0,0000%",0,"0,0000"
3245,Guatemala,GTM,1982,"0,00","0,0000%",0,"0,0000"
3246,Guatemala,GTM,1983,"0,00","0,0000%",0,"0,0000"
3247,Guatemala,GTM,1984,"0,00","0,0000%",0,"0,0000"
3248,Guatemala,GTM,1985,"0,00","0,0000%",0,"0,0000"
3249,Guatemala,GTM,1986,"0,00","0,0000%",0,"0,0000"
3250,Guatemala,GTM,1987,"0,00","0,0000%",0,"0,0000"
3251,Guatemala,GTM,1988,"0,00","0,0000%",0,"0,0000"
3252,Guatemala,GTM,1989,"0,00","0,0000%",0,"0,0000"
3253,Guatemala,GTM,1990,"0,00","0,0000%",0,"0,0000"
3254,Guatemala,GTM,1991,"0,01","0,0000%",0,"0,0000"
3255,Guatemala,GTM,1992,"0,02","0,0000%",0,"0,0000"
3256,Guatemala,GTM,1993,"0,03","0,0000%",0,"0,0000"
3257,Guatemala,GTM,1994,"0,10","0,0000%",0,"0,0000"
3258,Guatemala,GTM,1995,"0,29","0,2998%",311,"0,0000"
3259,Guatemala,GTM,1996,"0,41","1,9535%",2.077,"0,0000"
3260,Guatemala,GTM,1997,"0,59","9,5476%",10.412,"0,0000"
3261,Guatemala,GTM,1998,"1,00","46,6590%",52.184,"0,0000"
3262,Guatemala,GTM,1999,"2,97","59,2653%",67.939,"0,0000"
3263,Guatemala,GTM,2000,"7,35","71,2333%",83.599,"0,0000"
3264,Guatemala,GTM,2001,"9,61","173,8202%",208.744,"0,0000"
3265,Guatemala,GTM,2002,"12,92","339,1746%",416.841,"0,0000"
3266,Guatemala,GTM,2003,"16,28","454,8855%",571.814,"0,0000"
3267,Guatemala,GTM,2004,"24,76","510,0000%",655.474,"0,0000"
3268,Guatemala,GTM,2005,"34,44","570,0000%",748.571,"0,2070"
3269,Guatemala,GTM,2006,"53,58","650,0000%",871.806,"0,2911"
3270,Guatemala,GTM,2007,"86,84","730,0000%",999.852,"0,4160"
3271,Guatemala,GTM,2008,"106,73","830,0000%",1.160.294,"0,6747"
3272,Guatemala,GTM,2009,"120,89","930,0000%",1.326.126,"1,0897"
3273,Guatemala,GTM,2010,"123,50","1050,0000%",1.527.028,"1,7703"
3274,Guatemala,GTM,2011,"130,31","1230,0000%",1.824.515,"0,0000"
3275,Guatemala,GTM,2012,"136,12","1600,0000%",2.420.529,"1,8355"
3276,Guatemala,GTM,2013,"139,24","1970,0001%",3.038.265,"2,2623"
3277,Guatemala,GTM,2014,"106,21","2340,0000%",3.677.016,"2,7239"
3278,Guatemala,GTM,2015,"111,50","2880,5941%",4.609.269,"2,8294"
3279,Guatemala,GTM,2016,"110,14","3450,9327%",5.621.916,"3,0513"
3280,Guatemala,GTM,2017,"118,16","3790,0002%",6.283.334,"3,1392"
3281,Guatemala,GTM,2018,"118,67","4150,0000%",6.992.823,"0,0000"
3282,Guatemala,GTM,2019,"118,73","4440,1051%",7.595.394,"3,3274"
3283,Guatemala,GTM,2020,"113,82","4997,0001%",8.676.149,"3,4160"
3284,Guinea,GIN,1980,"0,00","0,0000%",0,"0,0000"
3285,Guinea,GIN,1981,"0,00","0,0000%",0,"0,0000"
3286,Guinea,GIN,1982,"0,00","0,0000%",0,"0,0000"
3287,Guinea,GIN,1983,"0,00","0,0000%",0,"0,0000"
3288,Guinea,GIN,1984,"0,00","0,0000%",0,"0,0000"
3289,Guinea,GIN,1985,"0,00","0,0000%",0,"0,0000"
3290,Guinea,GIN,1986,"0,00","0,0000%",0,"0,0000"
3291,Guinea,GIN,1987,"0,00","0,0000%",0,"0,0000"
3292,Guinea,GIN,1988,"0,00","0,0000%",0,"0,0000"
3293,Guinea,GIN,1989,"0,00","0,0000%",0,"0,0000"
3294,Guinea,GIN,1990,"0,00","0,0000%",0,"0,0000"
3295,Guinea,GIN,1991,"0,00","0,0000%",0,"0,0000"
3296,Guinea,GIN,1992,"0,00","0,0000%",0,"0,0000"
3297,Guinea,GIN,1993,"0,00","0,0000%",0,"0,0000"
3298,Guinea,GIN,1994,"0,01","0,0138%",10,"0,0000"
3299,Guinea,GIN,1995,"0,01","0,0669%",50,"0,0000"
3300,Guinea,GIN,1996,"0,01","0,1949%",150,"0,0000"
3301,Guinea,GIN,1997,"0,04","0,3803%",298,"0,0000"
3302,Guinea,GIN,1998,"0,27","0,6203%",496,"0,0000"
3303,Guinea,GIN,1999,"0,31","6,0809%",4.971,"0,0000"
3304,Guinea,GIN,2000,"0,51","9,5425%",7.956,"0,0000"
3305,Guinea,GIN,2001,"0,66","17,5542%",14.826,"0,0000"
3306,Guinea,GIN,2002,"1,06","40,2023%",34.485,"0,0000"
3307,Guinea,GIN,2003,"1,27","45,0960%",39.559,"0,0000"
3308,Guinea,GIN,2004,"1,74","50,8819%",45.596,"0,0000"
3309,Guinea,GIN,2005,"2,07","54,2254%",49.563,"0,0000"
3310,Guinea,GIN,2007,"21,01","78,0025%",74.470,"0,0000"
3311,Guinea,GIN,2008,"28,24","92,0000%",89.974,"0,0000"
3312,Guinea,GIN,2009,"35,01","94,0000%",94.200,"0,0000"
3313,Guinea,GIN,2010,"39,25","100,0000%",102.707,"0,0049"
3314,Guinea,GIN,2011,"46,64","200,0000%",210.554,"0,0058"
3315,Guinea,GIN,2012,"52,43","310,0000%",334.450,"0,0066"
3316,Guinea,GIN,2013,"68,27","450,0000%",497.494,"0,0073"
3317,Guinea,GIN,2014,"77,87","640,0000%",725.335,"0,0081"
3318,Guinea,GIN,2015,"94,16","920,0000%",1.069.592,"0,0087"
3319,Guinea,GIN,2016,"94,65","1310,0000%",1.562.960,"0,0094"
3320,Guinea,GIN,2017,"96,95","1870,0001%",2.289.028,"0,0093"
3321,Guinea,GIN,2018,"96,77","2183,0023%",2.740.731,"0,0098"
3322,Guinea,GIN,2019,"100,80","2300,0000%",2.961.834,"0,0098"
3323,Guinea,GIN,2020,"105,04","2600,0000%",3.433.341,"0,0076"
3324,Guinea-Bissau,GNB,1980,"0,00","0,0000%",0,"0,0000"
3325,Guinea-Bissau,GNB,1981,"0,00","0,0000%",0,"0,0000"
3326,Guinea-Bissau,GNB,1982,"0,00","0,0000%",0,"0,0000"
3327,Guinea-Bissau,GNB,1983,"0,00","0,0000%",0,"0,0000"
3328,Guinea-Bissau,GNB,1984,"0,00","0,0000%",0,"0,0000"
3329,Guinea-Bissau,GNB,1985,"0,00","0,0000%",0,"0,0000"
3330,Guinea-Bissau,GNB,1986,"0,00","0,0000%",0,"0,0000"
3331,Guinea-Bissau,GNB,1987,"0,00","0,0000%",0,"0,0000"
3332,Guinea-Bissau,GNB,1988,"0,00","0,0000%",0,"0,0000"
3333,Guinea-Bissau,GNB,1989,"0,00","0,0000%",0,"0,0000"
3334,Guinea-Bissau,GNB,1990,"0,00","0,0000%",0,"0,0000"
3335,Guinea-Bissau,GNB,1991,"0,00","0,0000%",0,"0,0000"
3336,Guinea-Bissau,GNB,1992,"0,00","0,0000%",0,"0,0000"
3337,Guinea-Bissau,GNB,1993,"0,00","0,0000%",0,"0,0000"
3338,Guinea-Bissau,GNB,1994,"0,00","0,0000%",0,"0,0000"
3339,Guinea-Bissau,GNB,1995,"0,00","0,0000%",0,"0,0000"
3340,Guinea-Bissau,GNB,1996,"0,00","0,0000%",0,"0,0000"
3341,Guinea-Bissau,GNB,1997,"0,00","1,6389%",191,"0,0000"
3342,Guinea-Bissau,GNB,1998,"0,00","2,4060%",285,"0,0000"
3343,Guinea-Bissau,GNB,1999,"0,00","11,7702%",1.420,"0,0000"
3344,Guinea-Bissau,GNB,2000,"0,00","23,0103%",2.832,"0,0000"
3345,Guinea-Bissau,GNB,2001,"0,00","29,9569%",3.767,"0,0000"
3346,Guinea-Bissau,GNB,2002,"0,00","102,2993%",13.152,"0,0000"
3347,Guinea-Bissau,GNB,2003,"0,10","135,4198%",17.817,"0,0000"
3348,Guinea-Bissau,GNB,2004,"3,00","180,8142%",24.356,"0,0000"
3349,Guinea-Bissau,GNB,2005,"7,35","190,1365%",26.233,"0,0000"
3350,Guinea-Bissau,GNB,2006,"11,42","205,7197%",29.091,"0,0000"
3351,Guinea-Bissau,GNB,2007,"20,99","220,6302%",32.004,"0,0000"
3352,Guinea-Bissau,GNB,2008,"34,57","235,4889%",35.051,"0,0000"
3353,Guinea-Bissau,GNB,2009,"37,76","230,3281%",35.176,"0,0000"
3354,Guinea-Bissau,GNB,2010,"44,49","245,0000%",38.397,"0,0525"
3355,Guinea-Bissau,GNB,2011,"46,87","267,2000%",42.993,"0,0640"
3356,Guinea-Bissau,GNB,2012,"65,37","289,3991%",47.830,"0,0750"
3357,Guinea-Bissau,GNB,2013,"57,02","310,0000%",52.630,"0,0881"
3358,Guinea-Bissau,GNB,2014,"65,49","332,0000%",57.878,"0,0824"
3359,Guinea-Bissau,GNB,2015,"71,29","610,0000%",109.125,"0,0605"
3360,Guinea-Bissau,GNB,2016,"72,14","1380,0000%",253.168,"0,0497"
3361,Guinea-Bissau,GNB,2017,"78,49","1480,0000%",278.216,"0,0467"
3362,Guinea-Bissau,GNB,2018,"78,99","1570,0000%",302.218,"0,0642"
3363,Guinea-Bissau,GNB,2019,"82,79","1940,0000%",382.269,"0,0639"
3364,Guinea-Bissau,GNB,2020,"97,25","2290,0000%",461.627,"0,1211"
3365,Guyana,GUY,1980,"0,00","0,0000%",0,"0,0000"
3366,Guyana,GUY,1981,"0,00","0,0000%",0,"0,0000"
